ENTRYSTART|reference:d366bc035821c7c137c68ad8346135a5|from_date:18630417|to_date:18630417|entrytype:address|source:BT 43/287/161581
14|address|Aa{*}|Aa{6}|B-FLD
15|:|:|:|I-FLD
16|76b|9{*}a|9{2}a|
17|mosley|Aa{*}|Aa{5}|
18|street|Aa{*}|Aa{5}|
19|,|,|,|
20|manchester|Aa{*}|Aa{9}|
21|,|,|,|
22|lancashire|Aa{*}|Aa{9}|
23|,|,|,|
ENTRYSTART|reference:5c83329462ff21898638edbca64e227f|from_date:18630921|to_date:18630921|entrytype:address|source:BT 43/289/166224
14|address|Aa{*}|Aa{6}|B-FLD
15|:|:|:|I-FLD
16|51|9{*}|9{2}|
17|mosley|Aa{*}|Aa{5}|
18|street|Aa{*}|Aa{5}|
19|,|,|,|
20|manchester|Aa{*}|Aa{9}|
21|,|,|,|
22|lancashire|Aa{*}|Aa{9}|
23|,|,|,|
ENTRYSTART|reference:467718443c75c9fde1a90842332e8baa|from_date:18630427|to_date:18630427|entrytype:address|source:BT 43/287/161938
13|address|Aa{*}|Aa{6}|B-FLD
14|:|:|:|I-FLD
15|29|9{*}|9{2}|
16|exchange|Aa{*}|Aa{7}|
17|square|Aa{*}|Aa{5}|
18|,|,|,|
19|glasgow|Aa{*}|Aa{6}|
20|,|,|,|
21|scotland|Aa{*}|Aa{7}|
22|,|,|,|
ENTRYSTART|reference:c1e9e2c1d3aefcbce63b0de792f71bfb|from_date:18630122|to_date:18630122|entrytype:address|source:BT 43/286/159449
11|address|Aa{*}|Aa{6}|B-FLD
12|:|:|:|I-FLD
13|74|9{*}|9{2}|
14|george|Aa{*}|Aa{5}|
15|street|Aa{*}|Aa{5}|
16|,|,|,|
17|manchester|Aa{*}|Aa{9}|
18|,|,|,|
19|and|a{*}|a{3}|
20|tottington|Aa{*}|Aa{9}|
21|mill|Aa{*}|Aa{3}|
22|,|,|,|
23|near|a{*}|a{4}|
24|bury|Aa{*}|Aa{3}|
25|,|,|,|
26|lancashire|Aa{*}|Aa{9}|
27|,|,|,|
ENTRYSTART|reference:8cef640d6979bb0f3eda14fcf26f18ab|from_date:18630731|to_date:18630731|entrytype:address|source:BT 43/288/164848
23|address|Aa{*}|Aa{6}|B-FLD
24|:|:|:|I-FLD
25|30|9{*}|9{2}|
26|gresham|Aa{*}|Aa{6}|
27|street|Aa{*}|Aa{5}|
28|,|,|,|
29|london|Aa{*}|Aa{5}|
30|,|,|,|
ENTRYSTART|reference:610ddb064910cdd38d6a173320c0d9a6|from_date:18631028|to_date:18631028|entrytype:address|source:BT 43/67/167715
13|address|Aa{*}|Aa{6}|B-FLD
14|:|:|:|I-FLD
15|bridge|Aa{*}|Aa{5}|
16|potteries|Aa{*}|Aa{8}|
17|,|,|,|
18|stoke|Aa{*}|Aa{4}|
19|-|-|-|
20|on|a{*}|a{2}|
21|-|-|-|
22|trent|Aa{*}|Aa{4}|
23|,|,|,|
24|staffordshire|Aa{*}|Aa{12}|
25|.|.|.|
ENTRYSTART|reference:0e712df2c68423c1ccab08149b88c92f|from_date:18631104|to_date:18631104|entrytype:address|source:BT 43/289/168151
13|address|Aa{*}|Aa{6}|B-FLD
14|:|:|:|I-FLD
15|32|9{*}|9{2}|
16|and|a{*}|a{3}|
17|34|9{*}|9{2}|
18|george|Aa{*}|Aa{5}|
19|street|Aa{*}|Aa{5}|
20|,|,|,|
21|manchester|Aa{*}|Aa{9}|
22|,|,|,|
23|lancashire|Aa{*}|Aa{9}|
24|,|,|,|
ENTRYSTART|reference:cb86361931f31a51e7fbcc31513072f9|from_date:18631208|to_date:18631208|entrytype:address|source:BT 43/289/169992
14|address|Aa{*}|Aa{6}|B-FLD
15|:|:|:|I-FLD
16|foxhill|Aa{*}|Aa{6}|
17|bank|Aa{*}|Aa{3}|
18|works|Aa{*}|Aa{4}|
19|,|,|,|
20|near|a{*}|a{4}|
21|accrington|Aa{*}|Aa{9}|
22|,|,|,|
23|lancashire|Aa{*}|Aa{9}|
24|,|,|,|
ENTRYSTART|reference:b190be9386c3b07c3f09cb2c1709ef14|from_date:18630831|to_date:18630831|entrytype:address|source:BT 43/288/165505
15|address|Aa{*}|Aa{6}|B-FLD
16|:|:|:|I-FLD
17|74|9{*}|9{2}|
18|gordon|Aa{*}|Aa{5}|
19|street|Aa{*}|Aa{5}|
20|,|,|,|
21|glasgow|Aa{*}|Aa{6}|
22|,|,|,|
23|scotland|Aa{*}|Aa{7}|
24|,|,|,|
ENTRYSTART|reference:67d1fce080880cf541da6e355ee7fa4f|from_date:18630929|to_date:18630929|entrytype:address|source:BT 43/289/166469
15|address|Aa{*}|Aa{6}|B-FLD
16|:|:|:|I-FLD
17|crayford|Aa{*}|Aa{7}|
18|,|,|,|
19|kent|Aa{*}|Aa{3}|
20|,|,|,|
ENTRYSTART|reference:75d8da1533b29f1ce2262b2e30bf6729|from_date:18630103|to_date:18630103|entrytype:address|source:BT 43/130/158831
14|address|Aa{*}|Aa{6}|B-FLD
