ENTRYSTART|reference:18a548275ba78ea2b39602bf252e6074|from_date:18690621|to_date:18690621|entrytype:class|source:BT 43/306/230244
28|class|Aa{*}|Aa{4}|B-FLD
29|10|9{*}|9{2}|I-FLD
30|:|:|:|I-FLD
31|printed|a{*}|a{7}|
32|fabrics|a{*}|a{7}|
ENTRYSTART|reference:c32a541282c1b93a338fb9128fae8e77|from_date:18690810|to_date:18690810|entrytype:class|source:BT 43/25/231781
36|class|Aa{*}|Aa{4}|B-FLD
37|1|9|9|I-FLD
38|:|:|:|I-FLD
39|metal|a{*}|a{5}|
ENTRYSTART|reference:dfd065544cdbcce90f323cef50c0eefa|from_date:18690217|to_date:18690217|entrytype:class|source:BT 43/413/227333
30|class|Aa{*}|Aa{4}|B-FLD
31|12|9{*}|9{2}|I-FLD
32|ii|a{*}|a{2}|I-FLD
33|:|:|:|I-FLD
34|damask|a{*}|a{6}|
ENTRYSTART|reference:68797d1e355163e73a20f687563340bd|from_date:18690317|to_date:18690317|entrytype:class|source:BT 43/398/227928
35|class|Aa{*}|Aa{4}|B-FLD
36|12|9{*}|9{2}|I-FLD
37|i|a|a|I-FLD
38|:|:|:|I-FLD
39|other|a{*}|a{5}|
40|fabrics|a{*}|a{7}|
ENTRYSTART|reference:c33e68d6c03a63fc6fe6300b71681f51|from_date:18690908|to_date:18690908|entrytype:class|source:BT 43/146/232887
29|class|Aa{*}|Aa{4}|B-FLD
30|6|9|9|I-FLD
31|:|:|:|I-FLD
32|carpets|a{*}|a{7}|
33|and|a{*}|a{3}|
34|floor|a{*}|a{5}|
35|coverings|a{*}|a{9}|
ENTRYSTART|reference:398b22157b9375f92a153f32ae21f478|from_date:18691117|to_date:18691117|entrytype:class|source:BT 43/366/236275
29|class|Aa{*}|Aa{4}|B-FLD
30|11|9{*}|9{2}|I-FLD
31|:|:|:|I-FLD
32|furnitures|Aa{*}|Aa{9}|
33|fabric|a{*}|a{6}|
ENTRYSTART|reference:ae14bfd8152dc63cf26c15ec2b9495d8|from_date:18691218|to_date:18691218|entrytype:class|source:BT 43/61/237228
29|class|Aa{*}|Aa{4}|B-FLD
30|3|9|9|I-FLD
31|:|:|:|I-FLD
32|glass|a{*}|a{5}|
ENTRYSTART|reference:04e7905384770001e2075a7695e9d63d|from_date:18690617|to_date:18690617|entrytype:class|source:BT 43/185/230150
27|class|Aa{*}|Aa{4}|B-FLD
28|8|9|9|I-FLD
29|:|:|:|I-FLD
30|other|a{*}|a{5}|
31|woven|a{*}|a{5}|
32|,|,|,|
33|etc|a{*}|a{3}|
34|shawls|a{*}|a{6}|
ENTRYSTART|reference:f06084847238d351baa7abe44413d06b|from_date:18690802|to_date:18690802|entrytype:class|source:BT 43/427/231547
36|class|Aa{*}|Aa{4}|B-FLD
37|13|9{*}|9{2}|I-FLD
38|:|:|:|I-FLD
39|lace|Aa{*}|Aa{3}|
40|or|a{*}|a{2}|
41|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:b0b568020e4d94f5a63a4fa79955d304|from_date:18690903|to_date:18690903|entrytype:class|source:BT 43/100/232794
25|class|Aa{*}|Aa{4}|B-FLD
26|5|9|9|I-FLD
27|:|:|:|I-FLD
28|paper|Aa{*}|Aa{4}|
29|hangings|a{*}|a{8}|
ENTRYSTART|reference:d3e3e28ce3000d5e0b5e43bbd2f12be9|from_date:18690626|to_date:18690626|entrytype:class|source:BT 43/68/230455
31|class|Aa{*}|Aa{4}|B-FLD
32|4|9|9|I-FLD
33|:|:|:|I-FLD
34|earthenware|a{*}|a{11}|
ENTRYSTART|reference:3f4194e8faf932eb0f20bbb9bfa27c41|from_date:18690814|to_date:18690814|entrytype:class|source:BT 43/427/231989
29|class|Aa{*}|Aa{4}|B-FLD
30|13|9{*}|9{2}|I-FLD
31|:|:|:|I-FLD
32|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:ec0f098765c008483786cc3cec6eb876|from_date:18691002|to_date:18691002|entrytype:class|source:BT 43/307/234005
31|class|Aa{*}|Aa{4}|B-FLD
32|10|9{*}|9{2}|I-FLD
33|:|:|:|I-FLD
34|printed|a{*}|a{7}|
35|fabrics|a{*}|a{7}|
36|.|.|.|
ENTRYSTART|reference:67db1a9b13f1e0535eeab7ef8efc6106|from_date:18691013|to_date:18691013|entrytype:class|source:BT 43/25/234460
33|class|Aa{*}|Aa{4}|B-FLD
34|1|9|9|I-FLD
35|:|:|:|I-FLD
36|metal|a{*}|a{5}|
37|.|.|.|
ENTRYSTART|reference:2c9f9778aedf744b6c2a7f457e7c60ff|from_date:18690712|to_date:18690712|entrytype:class|source:BT 43/180/230968
39|class|Aa{*}|Aa{4}|B-FLD
40|7|9|9|I-FLD
41|:|:|:|I-FLD
42|printed|a{*}|a{7}|
43|shawls|a{*}|a{6}|
ENTRYSTART|reference:fa26319f2a0b26ecd64a9bcc5d1037b3|from_date:18690308|to_date:18690308|entrytype:class|source:BT 43/187/227695
30|class|Aa{*}|Aa{4}|B-FLD
31|9|9|9|I-FLD
32|:|:|:|I-FLD
33|yarn|Aa{*}|Aa{3}|
34|.|.|.|
ENTRYSTART|reference:f2f6ed278837d570af12747dca74f319|from_date:18690312|to_date:18690312|entrytype:class|source:BT 43/185/227864
25|class|Aa{*}|Aa{4}|B-FLD
26|8|9|9|I-FLD
27|:|:|:|I-FLD
28|other|a{*}|a{5}|
29|woven|a{*}|a{5}|
30|,|,|,|
31|etc|a{*}|a{3}|
32|shawls|a{*}|a{6}|
33|.|.|.|
34|annotation|Aa{*}|Aa{9}|
35|on|a{*}|a{2}|
36|design|a{*}|a{6}|
37|:|:|:|
38|the|Aa{*}|Aa{2}|
39|ornamental|a{*}|a{10}|
40|shape|a{*}|a{5}|
41|or|a{*}|a{2}|
42|configuration|a{*}|a{13}|
43|as|a{*}|a{2}|
44|shown|a{*}|a{5}|
45|by|a{*}|a{2}|
46|red|a{*}|a{3}|
47|lines|a{*}|a{5}|
48|is|a{*}|a{2}|
49|the|a{*}|a{3}|
50|part|a{*}|a{4}|
51|registered|a{*}|a{10}|
52|original|a{*}|a{8}|
53|wording|a{*}|a{7}|
54|:|:|:|
55|the|Aa{*}|Aa{2}|
56|design|a{*}|a{6}|
57|or|a{*}|a{2}|
58|shape|a{*}|a{5}|
59|as|a{*}|a{2}|
60|shown|a{*}|a{5}|
61|by|a{*}|a{2}|
62|the|a{*}|a{3}|
63|red|a{*}|a{3}|
64|line|a{*}|a{4}|
65|is|a{*}|a{2}|
66|the|a{*}|a{3}|
67|part|a{*}|a{4}|
68|registered|a{*}|a{10}|
69|;|;|;|
70|changes|a{*}|a{7}|
71|initialled|a{*}|a{10}|
ENTRYSTART|reference:eb81a30265019cc6eb567e77e9db2df8|from_date:18690903|to_date:18690903|entrytype:class|source:BT 43/185/232816
24|class|Aa{*}|Aa{4}|B-FLD
25|8|9|9|I-FLD
26|:|:|:|I-FLD
27|other|a{*}|a{5}|
28|woven|a{*}|a{5}|
29|,|,|,|
30|etc|a{*}|a{3}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
35|design|a{*}|a{6}|
36|:|:|:|
37|the|Aa{*}|Aa{2}|
38|ornamental|a{*}|a{10}|
39|shape|a{*}|a{5}|
40|or|a{*}|a{2}|
41|configuration|a{*}|a{13}|
42|as|a{*}|a{2}|
43|shown|a{*}|a{5}|
44|by|a{*}|a{2}|
45|red|a{*}|a{3}|
46|lines|a{*}|a{5}|
47|is|a{*}|a{2}|
48|the|a{*}|a{3}|
49|part|a{*}|a{4}|
50|registered|a{*}|a{10}|
ENTRYSTART|reference:acf1cdfecfc438079ee160447b91cd6f|from_date:18690617|to_date:18690617|entrytype:class|source:BT 43/58/230157
26|class|Aa{*}|Aa{4}|B-FLD
27|2|9|9|I-FLD
28|:|:|:|I-FLD
29|wood|a{*}|a{4}|
ENTRYSTART|reference:177c7ef902d0b4256885cdacc7b48cf7|from_date:18691012|to_date:18691012|entrytype:class|source:BT 43/58/234368
30|class|Aa{*}|Aa{4}|B-FLD
31|2|9|9|I-FLD
32|:|:|:|I-FLD
33|wood|a{*}|a{4}|
34|.|.|.|
ENTRYSTART|reference:a2d6a4f4cfceae862b39bff193b5b2b0|from_date:18690702|to_date:18690702|entrytype:class|source:BT 43/427/230636
33|class|Aa{*}|Aa{4}|B-FLD
34|13|9{*}|9{2}|I-FLD
35|:|:|:|I-FLD
36|lace|Aa{*}|Aa{3}|
37|or|a{*}|a{2}|
38|miscellanea|Aa{*}|Aa{10}|
39|;|;|;|
ENTRYSTART|reference:cc60627b58a696355edbe2d03ffb4a6d|from_date:18690724|to_date:18690724|entrytype:class|source:BT 43/68/231222
32|class|Aa{*}|Aa{4}|B-FLD
33|4|9|9|I-FLD
34|:|:|:|I-FLD
35|earthenware|a{*}|a{11}|
36|.|.|.|
ENTRYSTART|reference:08d9d19fb0e101f61bab93049ef709eb|from_date:18690128|to_date:18690128|entrytype:class|source:BT 43/61/226743
29|class|Aa{*}|Aa{4}|B-FLD
30|3|9|9|I-FLD
31|:|:|:|I-FLD
32|glass|a{*}|a{5}|
33|.|.|.|
ENTRYSTART|reference:41a6b89462c6a82127a2760c448b4d3e|from_date:18690402|to_date:18690402|entrytype:class|source:BT 43/185/228381
32|class|Aa{*}|Aa{4}|B-FLD
33|8|9|9|I-FLD
34|:|:|:|I-FLD
35|other|a{*}|a{5}|
36|woven|a{*}|a{5}|
37|,|,|,|
38|etc|a{*}|a{3}|
39|shawls|a{*}|a{6}|
40|.|.|.|
41|annotation|Aa{*}|Aa{9}|
42|on|a{*}|a{2}|
43|design|a{*}|a{6}|
44|:|:|:|
45|presser|Aa{*}|Aa{6}|
46|lappet|Aa{*}|Aa{5}|
47|shawls|Aa{*}|Aa{5}|
48|pattern|Aa{*}|Aa{6}|
ENTRYSTART|reference:50623a373d51e1a980b660db5bb4c363|from_date:18690428|to_date:18690428|entrytype:class|source:BT 43/427/228933
30|class|Aa{*}|Aa{4}|B-FLD
31|13|9{*}|9{2}|I-FLD
32|:|:|:|I-FLD
33|lace|Aa{*}|Aa{3}|
ENTRYSTART|reference:4ce353132e74988b94eb994f2385d6e7|from_date:18690820|to_date:18690820|entrytype:class|source:BT 43/413/232337
27|class|Aa{*}|Aa{4}|B-FLD
28|12|9{*}|9{2}|I-FLD
29|ii|a{*}|a{2}|I-FLD
30|:|:|:|I-FLD
31|damask|a{*}|a{6}|
32|.|.|.|
33|note|Aa{*}|Aa{3}|
34|;|;|;|
35|representation|Aa{*}|Aa{13}|
36|sample|a{*}|a{6}|
37|232337|9{*}|9{6}|
38|missing|a{*}|a{7}|
39|from|a{*}|a{4}|
40|bt|A{*}|A{2}|
41|43|9{*}|9{2}|
42|413|9{*}|9{3}|
ENTRYSTART|reference:c62d24b151d162b826e2c8bfd9c348fe|from_date:18691111|to_date:18691111|entrytype:class|source:BT 43/366/230648
28|class|Aa{*}|Aa{4}|B-FLD
29|11|9{*}|9{2}|I-FLD
30|:|:|:|I-FLD
31|furnitures|Aa{*}|Aa{9}|
32|fabric|a{*}|a{6}|
33|,|,|,|
ENTRYSTART|reference:3ac82229b20a3ec55a3df8d8f2b63d05|from_date:18690617|to_date:18690617|entrytype:class|source:BT 43/185/230151
27|class|Aa{*}|Aa{4}|B-FLD
28|8|9|9|I-FLD
29|:|:|:|I-FLD
30|other|a{*}|a{5}|
31|woven|a{*}|a{5}|
32|,|,|,|
33|etc|a{*}|a{3}|
34|shawls|a{*}|a{6}|
35|.|.|.|
36|annotation|Aa{*}|Aa{9}|
37|on|a{*}|a{2}|
38|design|a{*}|a{6}|
39|:|:|:|
40|fancy|Aa{*}|Aa{4}|
41|2|9|9|
42|ply|a{*}|a{3}|
43|532|9{*}|9{3}|
