ENTRYSTART|reference:18a548275ba78ea2b39602bf252e6074|from_date:18650616|to_date:18650616|entrytype:class|source:BT 43/295/187595
24|class|Aa{*}|Aa{4}|B-FLD
25|10|9{*}|9{2}|I-FLD
26|:|:|:|I-FLD
27|printed|a{*}|a{7}|
28|fabrics|a{*}|a{7}|
ENTRYSTART|reference:c33e68d6c03a63fc6fe6300b71681f51|from_date:18650208|to_date:18650208|entrytype:class|source:BT 43/135/183810
20|class|Aa{*}|Aa{4}|B-FLD
21|6|9|9|I-FLD
22|:|:|:|I-FLD
23|carpets|Aa{*}|Aa{6}|
24|and|a{*}|a{3}|
25|floor|a{*}|a{5}|
26|coverings|a{*}|a{9}|
ENTRYSTART|reference:68797d1e355163e73a20f687563340bd|from_date:18650217|to_date:18650217|entrytype:class|source:BT 43/397/183978
25|class|Aa{*}|Aa{4}|B-FLD
26|12|9{*}|9{2}|I-FLD
27|i|a|a|I-FLD
28|:|:|:|I-FLD
29|other|a{*}|a{5}|
30|fabrics|a{*}|a{7}|
ENTRYSTART|reference:398b22157b9375f92a153f32ae21f478|from_date:18651226|to_date:18651226|entrytype:class|source:BT 43/364/193875
28|class|Aa{*}|Aa{4}|B-FLD
29|11|9{*}|9{2}|I-FLD
30|:|:|:|I-FLD
31|furnitures|Aa{*}|Aa{9}|
32|fabric|a{*}|a{6}|
ENTRYSTART|reference:d3e3e28ce3000d5e0b5e43bbd2f12be9|from_date:18650606|to_date:18650606|entrytype:class|source:BT 43/68/187358
28|class|Aa{*}|Aa{4}|B-FLD
29|4|9|9|I-FLD
30|:|:|:|I-FLD
31|earthenware|a{*}|a{11}|
ENTRYSTART|reference:c32a541282c1b93a338fb9128fae8e77|from_date:18650927|to_date:18650927|entrytype:class|source:BT 43/17/190193
29|class|Aa{*}|Aa{4}|B-FLD
30|1|9|9|I-FLD
31|:|:|:|I-FLD
32|metal|a{*}|a{5}|
ENTRYSTART|reference:67db1a9b13f1e0535eeab7ef8efc6106|from_date:18650106|to_date:18650106|entrytype:class|source:BT 43/16/182868
33|class|Aa{*}|Aa{4}|B-FLD
34|1|9|9|I-FLD
35|:|:|:|I-FLD
36|metal|a{*}|a{5}|
37|.|.|.|
ENTRYSTART|reference:f06084847238d351baa7abe44413d06b|from_date:18651207|to_date:18651207|entrytype:class|source:BT 43/426/193288
31|class|Aa{*}|Aa{4}|B-FLD
32|13|9{*}|9{2}|I-FLD
33|:|:|:|I-FLD
34|lace|Aa{*}|Aa{3}|
35|or|a{*}|a{2}|
36|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:ae14bfd8152dc63cf26c15ec2b9495d8|from_date:18650516|to_date:18650516|entrytype:class|source:BT 43/61/186847
26|class|Aa{*}|Aa{4}|B-FLD
27|3|9|9|I-FLD
28|:|:|:|I-FLD
29|glass|a{*}|a{5}|
ENTRYSTART|reference:b0b568020e4d94f5a63a4fa79955d304|from_date:18650916|to_date:18650916|entrytype:class|source:BT 43/100/189742
25|class|Aa{*}|Aa{4}|B-FLD
26|5|9|9|I-FLD
27|:|:|:|I-FLD
28|paper|Aa{*}|Aa{4}|
29|hangings|a{*}|a{8}|
ENTRYSTART|reference:2c9f9778aedf744b6c2a7f457e7c60ff|from_date:18650428|to_date:18650428|entrytype:class|source:BT 43/180/186352
23|class|Aa{*}|Aa{4}|B-FLD
24|7|9|9|I-FLD
25|:|:|:|I-FLD
26|printed|a{*}|a{7}|
27|shawls|a{*}|a{6}|
ENTRYSTART|reference:dfd065544cdbcce90f323cef50c0eefa|from_date:18650929|to_date:18650929|entrytype:class|source:BT 43/412/190647
32|class|Aa{*}|Aa{4}|B-FLD
33|12|9{*}|9{2}|I-FLD
34|ii|a{*}|a{2}|I-FLD
35|:|:|:|I-FLD
36|damask|a{*}|a{6}|
ENTRYSTART|reference:acf1cdfecfc438079ee160447b91cd6f|from_date:18650502|to_date:18650502|entrytype:class|source:BT 43/58/186472
30|class|Aa{*}|Aa{4}|B-FLD
31|2|9|9|I-FLD
32|:|:|:|I-FLD
33|wood|a{*}|a{4}|
ENTRYSTART|reference:ff6c4106becd3ded42c094f8b575d286|from_date:18650428|to_date:18650428|entrytype:class|source:BT 43/180/186353
23|class|Aa{*}|Aa{4}|B-FLD
24|7|9|9|I-FLD
25|:|:|:|I-FLD
26|printed|a{*}|a{7}|
27|shawls|a{*}|a{6}|
28|.|.|.|
29|annotation|Aa{*}|Aa{9}|
30|on|a{*}|a{2}|
31|design|a{*}|a{6}|
32|:|:|:|
33|873|9{*}|9{3}|
ENTRYSTART|reference:3f4194e8faf932eb0f20bbb9bfa27c41|from_date:18650223|to_date:18650223|entrytype:class|source:BT 43/426/184195
25|class|Aa{*}|Aa{4}|B-FLD
26|13|9{*}|9{2}|I-FLD
27|:|:|:|I-FLD
28|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:cf9f5bd1600ff44aedad42ea8b956927|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191841
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|337|9{*}|9{3}|
ENTRYSTART|reference:c12104d113d9a63609852f37fdcb4198|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191849
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|276|9{*}|9{3}|
ENTRYSTART|reference:04e7905384770001e2075a7695e9d63d|from_date:18650128|to_date:18650128|entrytype:class|source:BT 43/185/183510
27|class|Aa{*}|Aa{4}|B-FLD
28|8|9|9|I-FLD
29|:|:|:|I-FLD
30|other|a{*}|a{5}|
31|woven|a{*}|a{5}|
32|,|,|,|
33|etc|a{*}|a{3}|
34|shawls|a{*}|a{6}|
ENTRYSTART|reference:cc60627b58a696355edbe2d03ffb4a6d|from_date:18650922|to_date:18650922|entrytype:class|source:BT 43/68/189968
22|class|Aa{*}|Aa{4}|B-FLD
23|4|9|9|I-FLD
24|:|:|:|I-FLD
25|earthenware|a{*}|a{11}|
26|.|.|.|
ENTRYSTART|reference:5a78a3122aae2b6195d31c02a978a56b|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191833
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|335|9{*}|9{3}|
ENTRYSTART|reference:8a34617c530205fbf19a740ddd26cf9d|from_date:18650629|to_date:18650629|entrytype:class|source:BT 43/180/187854
27|class|Aa{*}|Aa{4}|B-FLD
28|7|9|9|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|shawls|a{*}|a{6}|
32|.|.|.|
33|annotation|Aa{*}|Aa{9}|
34|on|a{*}|a{2}|
ENTRYSTART|reference:9a6913fc18068b5f810b0f75ed905877|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191839
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|284|9{*}|9{3}|
ENTRYSTART|reference:ca4bf73a338d469cb8e23c4f80f1fc96|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191842
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|333|9{*}|9{3}|
ENTRYSTART|reference:f0c97d7f980b9f93da0536b51863b101|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191838
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
29|shawls|a{*}|a{6}|
30|.|.|.|
31|annotation|Aa{*}|Aa{9}|
32|on|a{*}|a{2}|
33|design|a{*}|a{6}|
34|:|:|:|
35|338|9{*}|9{3}|
ENTRYSTART|reference:69f422ffe9660d036f1efb83d3986eb6|from_date:18651102|to_date:18651102|entrytype:class|source:BT 43/180/191832
25|class|Aa{*}|Aa{4}|B-FLD
26|7|9|9|I-FLD
27|:|:|:|I-FLD
28|printed|a{*}|a{7}|
