ENTRYSTART|reference:b6c641f8982e7e6aef5425f281d2cd6b|from_date:18631005|to_date:18631005|entrytype:class|source:BT 43/289/166762
27|class|Aa{*}|Aa{4}|B-FLD
28|10|9{*}|9{2}|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|fabric|a{*}|a{6}|
ENTRYSTART|reference:c32a541282c1b93a338fb9128fae8e77|from_date:18630205|to_date:18630205|entrytype:class|source:BT 43/14/159741
26|class|Aa{*}|Aa{4}|B-FLD
27|1|9|9|I-FLD
28|:|:|:|I-FLD
29|metal|a{*}|a{5}|
ENTRYSTART|reference:c33e68d6c03a63fc6fe6300b71681f51|from_date:18631208|to_date:18631208|entrytype:class|source:BT 43/132/169984
27|class|Aa{*}|Aa{4}|B-FLD
28|6|9|9|I-FLD
29|:|:|:|I-FLD
30|carpets|Aa{*}|Aa{6}|
31|and|a{*}|a{3}|
32|floor|a{*}|a{5}|
33|coverings|a{*}|a{9}|
ENTRYSTART|reference:18a548275ba78ea2b39602bf252e6074|from_date:18631219|to_date:18631219|entrytype:class|source:BT 43/290/170329
27|class|Aa{*}|Aa{4}|B-FLD
28|10|9{*}|9{2}|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|fabrics|a{*}|a{7}|
ENTRYSTART|reference:3f4194e8faf932eb0f20bbb9bfa27c41|from_date:18630213|to_date:18630213|entrytype:class|source:BT 43/426/159886
33|class|Aa{*}|Aa{4}|B-FLD
34|13|9{*}|9{2}|I-FLD
35|:|:|:|I-FLD
36|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:68797d1e355163e73a20f687563340bd|from_date:18631123|to_date:18631123|entrytype:class|source:BT 43/397/168449
27|class|Aa{*}|Aa{4}|B-FLD
28|12|9{*}|9{2}|I-FLD
29|i|a|a|I-FLD
30|:|:|:|I-FLD
31|other|a{*}|a{5}|
32|fabrics|a{*}|a{7}|
ENTRYSTART|reference:2c9f9778aedf744b6c2a7f457e7c60ff|from_date:18631207|to_date:18631207|entrytype:class|source:BT 43/179/169969
24|class|Aa{*}|Aa{4}|B-FLD
25|7|9|9|I-FLD
26|:|:|:|I-FLD
27|printed|a{*}|a{7}|
28|shawls|a{*}|a{6}|
