ENTRYSTART|reference:18a548275ba78ea2b39602bf252e6074|from_date:18710330|to_date:18710330|entrytype:class|source:BT 43/311/251375
45|class|Aa{*}|Aa{4}|B-FLD
46|10|9{*}|9{2}|I-FLD
47|:|:|:|I-FLD
48|printed|a{*}|a{7}|
49|fabrics|a{*}|a{7}|
ENTRYSTART|reference:b0b568020e4d94f5a63a4fa79955d304|from_date:18710819|to_date:18710819|entrytype:class|source:BT 43/100/254947
25|class|Aa{*}|Aa{4}|B-FLD
26|5|9|9|I-FLD
27|:|:|:|I-FLD
28|paper|Aa{*}|Aa{4}|
29|hangings|a{*}|a{8}|
ENTRYSTART|reference:c33e68d6c03a63fc6fe6300b71681f51|from_date:18710623|to_date:18710623|entrytype:class|source:BT 43/152/253564
29|class|Aa{*}|Aa{4}|B-FLD
30|6|9|9|I-FLD
31|:|:|:|I-FLD
32|carpets|a{*}|a{7}|
33|and|a{*}|a{3}|
34|floor|a{*}|a{5}|
35|coverings|a{*}|a{9}|
ENTRYSTART|reference:c32a541282c1b93a338fb9128fae8e77|from_date:18711214|to_date:18711214|entrytype:class|source:BT 43/31/258691
25|class|Aa{*}|Aa{4}|B-FLD
26|1|9|9|I-FLD
27|:|:|:|I-FLD
28|metal|a{*}|a{5}|
ENTRYSTART|reference:2d05f7fe7127793d282f2e06500271c9|from_date:18710203|to_date:18710203|entrytype:class|source:BT 43/399/250091
33|class|Aa{*}|Aa{4}|B-FLD
34|12|9{*}|9{2}|I-FLD
35|i|a|a|I-FLD
36|:|:|:|I-FLD
37|other|a{*}|a{5}|
38|fabrics|a{*}|a{7}|
39|.|.|.|
ENTRYSTART|reference:68797d1e355163e73a20f687563340bd|from_date:18710508|to_date:18710508|entrytype:class|source:BT 43/399/252348
37|class|Aa{*}|Aa{4}|B-FLD
38|12|9{*}|9{2}|I-FLD
39|i|a|a|I-FLD
40|:|:|:|I-FLD
41|other|a{*}|a{5}|
42|fabrics|a{*}|a{7}|
ENTRYSTART|reference:dfd065544cdbcce90f323cef50c0eefa|from_date:18711003|to_date:18711003|entrytype:class|source:BT 43/413/256339
35|class|Aa{*}|Aa{4}|B-FLD
36|12|9{*}|9{2}|I-FLD
37|ii|a{*}|a{2}|I-FLD
38|:|:|:|I-FLD
39|damask|a{*}|a{6}|
ENTRYSTART|reference:398b22157b9375f92a153f32ae21f478|from_date:18710805|to_date:18710805|entrytype:class|source:BT 43/368/254683
25|class|Aa{*}|Aa{4}|B-FLD
26|11|9{*}|9{2}|I-FLD
27|:|:|:|I-FLD
28|furnitures|Aa{*}|Aa{9}|
29|fabric|a{*}|a{6}|
ENTRYSTART|reference:f06084847238d351baa7abe44413d06b|from_date:18710921|to_date:18710921|entrytype:class|source:BT 43/428/255915
30|class|Aa{*}|Aa{4}|B-FLD
31|13|9{*}|9{2}|I-FLD
32|:|:|:|I-FLD
33|lace|Aa{*}|Aa{3}|
34|or|a{*}|a{2}|
35|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:d3e3e28ce3000d5e0b5e43bbd2f12be9|from_date:18710503|to_date:18710503|entrytype:class|source:BT 43/69/252188
29|class|Aa{*}|Aa{4}|B-FLD
30|4|9|9|I-FLD
31|:|:|:|I-FLD
32|earthenware|a{*}|a{11}|
ENTRYSTART|reference:ae14bfd8152dc63cf26c15ec2b9495d8|from_date:18710125|to_date:18710125|entrytype:class|source:BT 43/62/249882
33|class|Aa{*}|Aa{4}|B-FLD
34|3|9|9|I-FLD
35|:|:|:|I-FLD
36|glass|a{*}|a{5}|
ENTRYSTART|reference:3f4194e8faf932eb0f20bbb9bfa27c41|from_date:18711111|to_date:18711111|entrytype:class|source:BT 43/428/257669
29|class|Aa{*}|Aa{4}|B-FLD
30|13|9{*}|9{2}|I-FLD
31|:|:|:|I-FLD
32|miscellanea|Aa{*}|Aa{10}|
