ENTRYSTART|reference:c32a541282c1b93a338fb9128fae8e77|from_date:18680215|to_date:18680215|entrytype:class|source:BT 43/21/216831
24|class|Aa{*}|Aa{4}|B-FLD
25|1|9|9|I-FLD
26|:|:|:|I-FLD
27|metal|a{*}|a{5}|
ENTRYSTART|reference:18a548275ba78ea2b39602bf252e6074|from_date:18680611|to_date:18680611|entrytype:class|source:BT 43/303/219292
27|class|Aa{*}|Aa{4}|B-FLD
28|10|9{*}|9{2}|I-FLD
29|:|:|:|I-FLD
30|printed|a{*}|a{7}|
31|fabrics|a{*}|a{7}|
ENTRYSTART|reference:c33e68d6c03a63fc6fe6300b71681f51|from_date:18680107|to_date:18680107|entrytype:class|source:BT 43/140/215600
33|class|Aa{*}|Aa{4}|B-FLD
34|6|9|9|I-FLD
35|:|:|:|I-FLD
36|carpets|a{*}|a{7}|
37|and|a{*}|a{3}|
38|floor|a{*}|a{5}|
39|coverings|a{*}|a{9}|
ENTRYSTART|reference:68797d1e355163e73a20f687563340bd|from_date:18680303|to_date:18680303|entrytype:class|source:BT 43/398/217166
29|class|Aa{*}|Aa{4}|B-FLD
30|12|9{*}|9{2}|I-FLD
31|i|a|a|I-FLD
32|:|:|:|I-FLD
33|other|a{*}|a{5}|
34|fabrics|a{*}|a{7}|
ENTRYSTART|reference:f06084847238d351baa7abe44413d06b|from_date:18680629|to_date:18680629|entrytype:class|source:BT 43/427/219593
36|class|Aa{*}|Aa{4}|B-FLD
37|13|9{*}|9{2}|I-FLD
38|:|:|:|I-FLD
39|lace|Aa{*}|Aa{3}|
40|or|a{*}|a{2}|
41|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:398b22157b9375f92a153f32ae21f478|from_date:18681103|to_date:18681103|entrytype:class|source:BT 43/366/223861
28|class|Aa{*}|Aa{4}|B-FLD
29|11|9{*}|9{2}|I-FLD
30|:|:|:|I-FLD
31|furnitures|Aa{*}|Aa{9}|
32|fabric|a{*}|a{6}|
ENTRYSTART|reference:d3e3e28ce3000d5e0b5e43bbd2f12be9|from_date:18681008|to_date:18681008|entrytype:class|source:BT 43/68/222460
31|class|Aa{*}|Aa{4}|B-FLD
32|4|9|9|I-FLD
33|:|:|:|I-FLD
34|earthenware|a{*}|a{11}|
ENTRYSTART|reference:dfd065544cdbcce90f323cef50c0eefa|from_date:18680128|to_date:18680128|entrytype:class|source:BT 43/412/216315
26|class|Aa{*}|Aa{4}|B-FLD
27|12|9{*}|9{2}|I-FLD
28|ii|a{*}|a{2}|I-FLD
29|:|:|:|I-FLD
30|damask|a{*}|a{6}|
ENTRYSTART|reference:ae14bfd8152dc63cf26c15ec2b9495d8|from_date:18681221|to_date:18681221|entrytype:class|source:BT 43/61/225673
34|class|Aa{*}|Aa{4}|B-FLD
35|3|9|9|I-FLD
36|:|:|:|I-FLD
37|glass|a{*}|a{5}|
ENTRYSTART|reference:7f17032a7e580616a7c3fb3f932bb434|from_date:18680204|to_date:18680204|entrytype:class|source:BT 43/412/216417
31|class|Aa{*}|Aa{4}|B-FLD
32|12|9{*}|9{2}|I-FLD
33|ii|a{*}|a{2}|I-FLD
34|:|:|:|I-FLD
35|damask|a{*}|a{6}|
36|.|.|.|
ENTRYSTART|reference:acf1cdfecfc438079ee160447b91cd6f|from_date:18680923|to_date:18680923|entrytype:class|source:BT 43/58/221864
28|class|Aa{*}|Aa{4}|B-FLD
29|2|9|9|I-FLD
30|:|:|:|I-FLD
31|wood|a{*}|a{4}|
ENTRYSTART|reference:b0b568020e4d94f5a63a4fa79955d304|from_date:18680903|to_date:18680903|entrytype:class|source:BT 43/100/221178
25|class|Aa{*}|Aa{4}|B-FLD
26|5|9|9|I-FLD
27|:|:|:|I-FLD
28|paper|Aa{*}|Aa{4}|
29|hangings|a{*}|a{8}|
ENTRYSTART|reference:cc60627b58a696355edbe2d03ffb4a6d|from_date:18680120|to_date:18680120|entrytype:class|source:BT 43/68/215979
21|class|Aa{*}|Aa{4}|B-FLD
22|4|9|9|I-FLD
23|:|:|:|I-FLD
24|earthenware|a{*}|a{11}|
25|.|.|.|
ENTRYSTART|reference:3f4194e8faf932eb0f20bbb9bfa27c41|from_date:18680212|to_date:18680212|entrytype:class|source:BT 43/427/216752
27|class|Aa{*}|Aa{4}|B-FLD
28|13|9{*}|9{2}|I-FLD
29|:|:|:|I-FLD
30|miscellanea|Aa{*}|Aa{10}|
ENTRYSTART|reference:04e7905384770001e2075a7695e9d63d|from_date:18680813|to_date:18680813|entrytype:class|source:BT 43/185/220778
31|class|Aa{*}|Aa{4}|B-FLD
32|8|9|9|I-FLD
33|:|:|:|I-FLD
34|other|a{*}|a{5}|
35|woven|a{*}|a{5}|
36|,|,|,|
37|etc|a{*}|a{3}|
38|shawls|a{*}|a{6}|
ENTRYSTART|reference:a2d6a4f4cfceae862b39bff193b5b2b0|from_date:18681112|to_date:18681112|entrytype:class|source:BT 43/427/224269
32|class|Aa{*}|Aa{4}|B-FLD
33|13|9{*}|9{2}|I-FLD
34|:|:|:|I-FLD
35|lace|Aa{*}|Aa{3}|
36|or|a{*}|a{2}|
37|miscellanea|Aa{*}|Aa{10}|
38|;|;|;|
ENTRYSTART|reference:08d9d19fb0e101f61bab93049ef709eb|from_date:18680521|to_date:18680521|entrytype:class|source:BT 43/61/218866
30|class|Aa{*}|Aa{4}|B-FLD
31|3|9|9|I-FLD
32|:|:|:|I-FLD
33|glass|a{*}|a{5}|
34|.|.|.|
ENTRYSTART|reference:67dec81a679271b3b977e4090ba38147|from_date:18680918|to_date:18680918|entrytype:class|source:BT 43/185/221696
36|class|Aa{*}|Aa{4}|B-FLD
37|8|9|9|I-FLD
38|:|:|:|I-FLD
39|other|a{*}|a{5}|
40|woven|a{*}|a{5}|
41|,|,|,|
42|etc|a{*}|a{3}|
43|shawls|a{*}|a{6}|
44|.|.|.|
ENTRYSTART|reference:67db1a9b13f1e0535eeab7ef8efc6106|from_date:18680521|to_date:18680521|entrytype:class|source:BT 43/22/218866
27|class|Aa{*}|Aa{4}|B-FLD
28|1|9|9|I-FLD
29|:|:|:|I-FLD
30|metal|a{*}|a{5}|
31|.|.|.|
